AnimalID,SireID,DamID,Generation,FamilyID,TankID,SexID,Birthday,S2Date,M1Date,M1BW,M2Date,M2Age1,M2Age2,M2BW,M2BL
OXHMB17G010F084,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P10,Male,4/20/2117,5/11/2117,7/8/2117,15.6,10/9/2117,172,151,552,124
OXHMB17G010F085,OXHMB16G000A805,OXHMB16G000F485,G01,OXHMB17G0100441,P10,Male,4/15/2117,5/6/2117,7/7/2117,16.1,10/9/2117,177,156,480,119
OXHMB17G010F086,OXHMB16G000C849,MRTZD16G000F011,G01,OXHMB17G0100851,P10,Male,4/18/2117,5/9/2117,7/8/2117,16.1,10/9/2117,174,153,635,124
OXHMB17G0109636,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P10,Male,4/24/2117,5/15/2117,7/10/2117,15.4,10/9/2117,168,147,392,112
OXHMB17G0104125,OXHMB16G000C364,OXHMB16G000E314,G01,OXHMB17G0100412,P10,Male,4/21/2117,5/11/2117,7/9/2117,12.8,10/9/2117,171,151,326,109
OXHMB17G0108638,MRTZD16G000M041,OXHMB16G000B231,G01,OXHMB17G0100811,P10,Male,4/24/2117,5/15/2117,7/9/2117,13.6,10/9/2117,168,147,409,113
OXHMB17G0100427,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P10,Male,4/23/2117,5/15/2117,7/10/2117,17.4,10/9/2117,169,147,319,105
OXHMB17G0108472,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Male,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,303,97
OXHMB17G010F087,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P10,Male,4/14/2117,5/4/2117,7/6/2117,15.4,10/9/2117,178,158,703,128
OXHMB17G000F088,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P10,Male,5/10/2117,5/29/2117,7/14/2117,9.5,10/9/2117,152,133,446,114
OXHMB17G0103045,OXHMB16G000A765,OXHMB16G000B695,G01,OXHMB17G0100322,P10,Male,4/23/2117,5/16/2117,7/10/2117,14.7,10/9/2117,169,146,415,112
OXHMB17G010F089,OXHMB16G000A694,MRTZD16G000F046,G01,OXHMB17G0100921,P10,Male,4/16/2117,5/6/2117,7/7/2117,14.8,10/9/2117,176,156,534,118
OXHMB17G010F090,OXHMB16G000A072,OXHMB16G000B470,G01,OXHMB17G0100051,P10,Male,4/26/2117,5/16/2117,7/11/2117,14.7,10/9/2117,166,146,462,117
OXHMB17G0110201,MRTZD16G000M056,MRTZD16G000F056,G01,OXHMB17G0100941,P10,Male,4/18/2117,5/9/2117,7/8/2117,17.1,10/9/2117,174,153,386,108
OXHMB17G0104666,OXHMB16G000F713,OXHMB16G000B218,G01,OXHMB17G0100451,P10,Male,4/18/2117,5/8/2117,7/7/2117,17,10/9/2117,174,154,473,115
OXHMB17G0107125,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P10,Male,4/24/2117,5/15/2117,7/10/2117,16.3,10/9/2117,168,147,335,104
OXHMB17G010F091,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P10,Male,4/24/2117,5/15/2117,7/10/2117,16.3,10/9/2117,168,147,562,117
OXHMB17G0108914,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P10,Male,4/21/2117,5/11/2117,7/9/2117,13.6,10/9/2117,171,151,437,113
OXHMB17G0100428,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P10,Male,4/23/2117,5/15/2117,7/10/2117,17.4,10/9/2117,169,147,372,110
OXHMB17G010F092,OXHMB16G000A753,OXHMB16G000F504,G01,OXHMB17G0100252,P10,Male,4/24/2117,5/14/2117,7/9/2117,15.1,10/9/2117,168,148,444,115
OXHMB17G0106155,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P10,Male,4/25/2117,5/18/2117,7/11/2117,14.7,10/9/2117,167,144,340,108
OXHMB17G0107243,OXHMB16G000A505,OXHMB16G000E870,G01,OXHMB17G0100671,P10,Male,5/4/2117,5/26/2117,7/12/2117,12.4,10/9/2117,158,136,326,103
OXHMB17G0109732,OXHMB16G000F314,MRTZD16G000F036,G01,OXHMB17G0100901,P10,Male,4/28/2117,5/20/2117,7/11/2117,13.5,10/9/2117,164,142,398,112
OXHMB17G010F093,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P10,Male,4/20/2117,5/11/2117,7/8/2117,15.6,10/9/2117,172,151,482,119
OXHMB17G0102231,OXHMB16G000C124,OXHMB16G000F498,G01,OXHMB17G0100271,P10,Male,5/6/2117,5/28/2117,7/13/2117,9.3,10/9/2117,156,134,378,109
OXHMB17G0106156,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P10,Male,4/25/2117,5/18/2117,7/11/2117,14.7,10/9/2117,167,144,468,115
OXHMB17G010F094,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P10,Male,4/24/2117,5/16/2117,7/6/2117,11,10/9/2117,168,146,469,113
OXHMB17G0108473,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Male,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,384,109
OXHMB17G010F095,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P10,Male,4/23/2117,5/15/2117,7/10/2117,17.4,10/9/2117,169,147,563,124
OXHMB17G0106583,OXHMB16G000F132,OXHMB16G00X149,G01,OXHMB17G0100613,P10,Male,5/3/2117,5/28/2117,7/13/2117,12,10/9/2117,159,134,309,102
OXHMB17G0106842,OXHMB16G000C842,OXHMB16G000E671,G01,OXHMB17G0100641,P10,Male,4/23/2117,5/13/2117,7/9/2117,14.7,10/9/2117,169,149,372,109
OXHMB17G0103688,OXHMB16G000F176,OXHMB16G00X664,G01,OXHMB17G0100381,P10,Male,4/13/2117,5/1/2117,7/6/2117,12.1,10/9/2117,179,161,394,110
OXHMB17G010F096,OXHMB16G000C842,OXHMB16G000E671,G01,OXHMB17G0100641,P10,Male,4/23/2117,5/13/2117,7/9/2117,14.7,10/9/2117,169,149,456,114
OXHMB17G0100997,OXHMB16G000A316,OXHMB16G000F365,G01,OXHMB17G0100132,P10,Male,4/15/2117,5/5/2117,7/7/2117,16,10/9/2117,177,157,264,93
OXHMB17G0108822,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P10,Male,4/20/2117,5/9/2117,7/8/2117,16.4,10/9/2117,172,153,402,112
OXHMB17G0109637,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P10,Male,4/24/2117,5/15/2117,7/10/2117,15.4,10/9/2117,168,147,378,108
OXHMB17G010F097,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P10,Male,4/14/2117,5/1/2117,7/6/2117,15.7,10/9/2117,178,161,546,124
OXHMB17G0108563,MRTZD16G000M037,OXHMB16G000B682,G01,OXHMB17G0100802,P10,Male,4/23/2117,5/16/2117,7/10/2117,12.2,10/9/2117,169,146,401,111
OXHMB17G010F098,OXHMB16G000F297,OXHMB16G000E364,G01,OXHMB17G0100211,P10,Male,4/19/2117,5/9/2117,7/8/2117,15.2,10/9/2117,173,153,474,114
OXHMB17G010F099,OXHMB16G000A694,MRTZD16G000F047,G01,OXHMB17G0100922,P10,Male,4/18/2117,5/8/2117,7/7/2117,16,10/9/2117,174,154,515,121
OXHMB17G0107829,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Male,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,372,108
OXHMB17G0103588,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P10,Male,4/24/2117,5/16/2117,7/6/2117,11,10/9/2117,168,146,426,113
OXHMB17G0106443,OXHMB16G000A763,OXHMB16G000B472,G01,OXHMB17G0100591,P10,Male,4/16/2117,5/7/2117,7/7/2117,16.4,10/9/2117,176,155,519,124
OXHMB17G0106157,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P10,Male,4/25/2117,5/18/2117,7/11/2117,14.7,10/9/2117,167,144,388,112
OXHMB17G010F100,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Male,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,480,117
OXHMB17G0101318,OXHMB16G000A674,OXHMB16G000E604,G01,OXHMB17G0100183,P10,Male,5/12/2117,5/29/2117,7/13/2117,9.3,10/9/2117,150,133,294,102
OXHMB17G000F101,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P10,Male,5/10/2117,5/29/2117,7/14/2117,9.1,10/9/2117,152,133,272,100
OXHMB17G0110810,MRTZD16G000M088,MRTZD16G000F088,G01,OXHMB17G0101003,P10,Male,4/28/2117,5/20/2117,7/12/2117,16,10/9/2117,164,142,288,99
OXHMB17G0107126,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P10,Male,4/24/2117,5/15/2117,7/10/2117,16.3,10/9/2117,168,147,366,109
OXHMB17G0100998,OXHMB16G000A316,OXHMB16G000F365,G01,OXHMB17G0100132,P10,Male,4/15/2117,5/5/2117,7/7/2117,16,10/9/2117,177,157,318,104
OXHMB17G0105628,OXHMB16G000A357,OXHMB16G000F645,G01,OXHMB17G0100511,P10,Male,4/27/2117,5/17/2117,7/11/2117,14.9,10/9/2117,165,145,357,106
OXHMB17G0000080,MRTZD16B000M001,MRTZD16B000F001,G01,OXHMB17G0001011,P10,Male,5/10/2117,5/29/2117,7/14/2117,9.5,10/9/2117,152,133,276,102
OXHMB17G0105334,OXHMB16G000A389,OXHMB16G000B754,G01,OXHMB17G0100482,P10,Male,4/22/2117,5/14/2117,7/9/2117,17,10/9/2117,170,148,345,107
OXHMB17G0101866,OXHMB16G000C703,OXHMB16G00X008,G01,OXHMB17G0100242,P10,Male,5/6/2117,5/29/2117,7/13/2117,8.7,10/9/2117,156,133,210,94
OXHMB17G0105455,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Male,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,308,100
OXHMB17G0105456,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Male,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,261,102
OXHMB17G0104217,OXHMB16G000C514,OXHMB16G00X743,G01,OXHMB17G0100421,P10,Male,4/14/2117,5/4/2117,7/7/2117,12.8,10/9/2117,178,158,363,107
OXHMB17G0109315,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Male,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,327,102
OXHMB17G0101230,OXHMB16G000A674,OXHMB16G000F424,G01,OXHMB17G0100182,P10,Male,5/5/2117,5/28/2117,7/13/2117,7.7,10/9/2117,157,134,244,97
OXHMB17G0102972,OXHMB16G000A765,OXHMB16G00X514,G01,OXHMB17G0100321,P10,Male,4/24/2117,5/15/2117,7/10/2117,15.5,10/9/2117,168,147,436,116
OXHMB17G0102280,OXHMB16G000C124,OXHMB16G00X555,G01,OXHMB17G0100272,P10,Male,5/4/2117,5/26/2117,7/12/2117,15,10/9/2117,158,136,297,109
OXHMB17G0105457,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Male,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,120,78
OXHMB17G0103165,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P10,Male,5/1/2117,5/23/2117,7/12/2117,13,10/9/2117,161,139,379,112
OXHMB17G0105222,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P10,Male,4/20/2117,5/11/2117,7/8/2117,17.1,10/9/2117,172,151,350,109
OXHMB17G0103274,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P10,Male,4/23/2117,5/14/2117,7/9/2117,15.3,10/9/2117,169,148,396,113
OXHMB17G0106256,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P10,Male,5/1/2117,5/24/2117,7/12/2117,15.2,10/9/2117,161,138,375,110
OXHMB17G0107466,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P10,Male,5/4/2117,5/25/2117,7/13/2117,10.3,10/9/2117,158,137,312,108
OXHMB17G0106385,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P10,Male,5/4/2117,5/25/2117,7/12/2117,13,10/9/2117,158,137,242,97
OXHMB17G0108734,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P10,Male,4/13/2117,5/1/2117,7/6/2117,14.5,10/9/2117,179,161,239,98
OXHMB17G0105223,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P10,Male,4/20/2117,5/11/2117,7/8/2117,17.1,10/9/2117,172,151,340,107
OXHMB17G0101134,OXHMB16G000F140,OXHMB16G00X244,G01,OXHMB17G0100171,P10,Male,5/3/2117,5/22/2117,7/12/2117,12.2,10/9/2117,159,140,329,105
OXHMB17G0107672,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P10,Male,4/25/2117,5/16/2117,7/11/2117,13.8,10/9/2117,167,146,420,112
OXHMB17G0100747,OXHMB16G000A429,OXHMB16G000B101,G01,OXHMB17G0100111,P10,Male,4/27/2117,5/20/2117,7/11/2117,15.9,10/9/2117,165,142,348,108
OXHMB17G0109638,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P10,Male,4/24/2117,5/15/2117,7/10/2117,15.4,10/9/2117,168,147,384,110
OXHMB17G0102076,OXHMB16G000A753,OXHMB16G000F504,G01,OXHMB17G0100252,P10,Male,4/24/2117,5/14/2117,7/9/2117,15.1,10/9/2117,168,148,384,113
OXHMB17G0101479,OXHMB16G000C625,OXHMB16G000E641,G01,OXHMB17G0100203,P10,Male,5/3/2117,5/23/2117,7/12/2117,11.3,10/9/2117,159,139,313,106
OXHMB17G0100748,OXHMB16G000A429,OXHMB16G000B101,G01,OXHMB17G0100111,P10,Male,4/27/2117,5/20/2117,7/11/2117,15.9,10/9/2117,165,142,320,106
OXHMB17G0109316,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P10,Male,4/12/2117,5/1/2117,7/6/2117,16.4,10/9/2117,180,161,379,110
OXHMB17G0107244,OXHMB16G000A505,OXHMB16G000E870,G01,OXHMB17G0100671,P10,Male,5/4/2117,5/26/2117,7/12/2117,12.4,10/9/2117,158,136,344,112
OXHMB17G0100171,OXHMB16G000F332,OXHMB16G00X003,G01,OXHMB17G0100032,P10,Male,5/11/2117,5/29/2117,7/13/2117,8.9,10/9/2117,151,133,103,74
OXHMB17G0100064,OXHMB16G000F049,OXHMB16G000B375,G01,OXHMB17G0100021,P10,Male,5/13/2117,5/31/2117,7/14/2117,9.2,10/9/2117,149,131,265,99
OXHMB17G0106584,OXHMB16G000F132,OXHMB16G00X149,G01,OXHMB17G0100613,P10,Male,5/3/2117,5/28/2117,7/13/2117,12,10/9/2117,159,134,240,98
OXHMB17G010F102,OXHMB16G000C625,OXHMB16G000F625,G01,OXHMB17G0100201,P10,Male,4/21/2117,5/14/2117,7/9/2117,13.9,10/9/2117,171,148,443,116
OXHMB17G0103689,OXHMB16G000F176,OXHMB16G00X664,G01,OXHMB17G0100381,P10,Male,4/13/2117,5/1/2117,7/6/2117,12.1,10/9/2117,179,161,340,109
OXHMB17G0106946,OXHMB16G000C842,OXHMB16G000E696,G01,OXHMB17G0100642,P10,Male,4/25/2117,5/16/2117,7/11/2117,13.7,10/9/2117,167,146,270,101
OXHMB17G0105224,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P10,Male,4/20/2117,5/11/2117,7/8/2117,17.1,10/9/2117,172,151,356,108
OXHMB17G0107467,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P10,Male,5/4/2117,5/25/2117,7/13/2117,10.3,10/9/2117,158,137,310,104
OXHMB17G0107468,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P10,Male,5/4/2117,5/25/2117,7/13/2117,10.3,10/9/2117,158,137,378,111
OXHMB17G0110811,MRTZD16G000M088,MRTZD16G000F088,G01,OXHMB17G0101003,P10,Male,4/28/2117,5/20/2117,7/12/2117,16,10/9/2117,164,142,242,96
OXHMB17G0103497,OXHMB16G000C004,OXHMB16G000E111,G01,OXHMB17G0100343,P10,Male,4/25/2117,5/16/2117,7/11/2117,14.8,10/9/2117,167,146,351,107
OXHMB17G0105820,OXHMB16G000C746,OXHMB16G000F651,G01,OXHMB17G0100531,P10,Male,4/17/2117,5/6/2117,7/7/2117,16.3,10/9/2117,175,156,300,101
OXHMB17G0108823,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P10,Male,4/20/2117,5/9/2117,7/8/2117,16.4,10/9/2117,172,153,244,98
OXHMB17G0110117,MRTZD16G000M052,MRTZD16G000F052,G01,OXHMB17G0100933,P10,Male,4/30/2117,5/22/2117,7/12/2117,11.3,10/9/2117,162,140,290,102
OXHMB17G0110812,MRTZD16G000M088,MRTZD16G000F088,G01,OXHMB17G0101003,P10,Male,4/28/2117,5/20/2117,7/12/2117,16,10/9/2117,164,142,267,98
OXHMB17G0100065,OXHMB16G000F049,OXHMB16G000B375,G01,OXHMB17G0100021,P10,Male,5/13/2117,5/31/2117,7/14/2117,9.2,10/9/2117,149,131,314,108
OXHMB17G0102712,OXHMB16G000A116,OXHMB16G000E255,G01,OXHMB17G0100302,P10,Male,4/24/2117,5/18/2117,7/11/2117,13.7,10/9/2117,168,144,367,109
OXHMB17G0109875,OXHMB16G000A694,MRTZD16G000F046,G01,OXHMB17G0100921,P10,Male,4/16/2117,5/6/2117,7/7/2117,14.8,10/9/2117,176,156,331,107
OXHMB17G0109195,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P10,Male,4/19/2117,5/11/2117,7/8/2117,13.3,10/9/2117,173,151,237,95
OXHMB17G0106671,OXHMB16G000F075,OXHMB16G00X296,G01,OXHMB17G0100621,P10,Male,4/27/2117,5/17/2117,7/11/2117,16.6,10/9/2117,165,145,307,104
OXHMB17G0106386,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P10,Male,5/4/2117,5/25/2117,7/12/2117,13,10/9/2117,158,137,257,100
OXHMB17G0107934,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P10,Male,5/1/2117,5/22/2117,7/12/2117,14.4,10/9/2117,161,140,399,115
OXHMB17G0100868,OXHMB16G000F154,OXHMB16G00X523,G01,OXHMB17G0100121,P10,Male,5/4/2117,5/26/2117,7/13/2117,10.1,10/9/2117,158,136,265,97
OXHMB17G0104330,OXHMB16G000C514,OXHMB16G000E734,G01,OXHMB17G0100422,P10,Male,5/1/2117,5/23/2117,7/12/2117,14.2,10/9/2117,161,139,392,111
OXHMB17G0106672,OXHMB16G000F075,OXHMB16G00X296,G01,OXHMB17G0100621,P10,Male,4/27/2117,5/17/2117,7/11/2117,16.6,10/9/2117,165,145,391,111
OXHMB17G0107830,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Male,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,257,102
OXHMB17G0103046,OXHMB16G000A765,OXHMB16G000B695,G01,OXHMB17G0100322,P10,Male,4/23/2117,5/16/2117,7/10/2117,14.7,10/9/2117,169,146,355,110
OXHMB17G0101135,OXHMB16G000F140,OXHMB16G00X244,G01,OXHMB17G0100171,P10,Male,5/3/2117,5/22/2117,7/12/2117,12.2,10/9/2117,159,140,322,105
OXHMB17G0101867,OXHMB16G000C703,OXHMB16G00X008,G01,OXHMB17G0100242,P10,Male,5/6/2117,5/29/2117,7/13/2117,8.7,10/9/2117,156,133,300,104
OXHMB17G0102583,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P10,Male,4/24/2117,5/15/2117,7/10/2117,14.8,10/9/2117,168,147,339,108
OXHMB17G0106257,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P10,Male,5/1/2117,5/24/2117,7/12/2117,15.2,10/9/2117,161,138,251,97
OXHMB17G0107469,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P10,Male,5/4/2117,5/25/2117,7/13/2117,10.3,10/9/2117,158,137,147,84
OXHMB17G0106258,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P10,Male,5/1/2117,5/24/2117,7/12/2117,15.2,10/9/2117,161,138,312,105
OXHMB17G0106387,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P10,Male,5/4/2117,5/25/2117,7/12/2117,13,10/9/2117,158,137,336,111
OXHMB17G0105458,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P10,Male,5/3/2117,5/26/2117,7/13/2117,13.1,10/9/2117,159,136,230,96
OXHMB17G000F103,MRTZD16B000M005,MRTZD16B000F005,G01,OXHMB17G0001051,P10,Male,5/10/2117,5/30/2117,7/14/2117,7.7,10/9/2117,152,132,172,87
OXHMB17G0107831,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Male,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,392,111
OXHMB17G0107470,OXHMB16G000F038,OXHMB16G000F381,G01,OXHMB17G0100702,P10,Male,5/4/2117,5/25/2117,7/13/2117,10.3,10/9/2117,158,137,221,97
OXHMB17G0100999,OXHMB16G000A316,OXHMB16G000F365,G01,OXHMB17G0100132,P10,Male,4/15/2117,5/5/2117,7/7/2117,16,10/9/2117,177,157,385,112
OXHMB17G0103166,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P10,Male,5/1/2117,5/23/2117,7/12/2117,13,10/9/2117,161,139,157,85
OXHMB17G0107832,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P10,Male,4/30/2117,5/20/2117,7/12/2117,14.8,10/9/2117,162,142,299,103
OXHMB17G0106388,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P10,Male,5/4/2117,5/25/2117,7/12/2117,13,10/9/2117,158,137,155,87
OXHMB17G0101231,OXHMB16G000A674,OXHMB16G000F424,G01,OXHMB17G0100182,P10,Male,5/5/2117,5/28/2117,7/13/2117,7.7,10/9/2117,157,134,262,101
OXHMB17G0106259,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P10,Male,5/1/2117,5/24/2117,7/12/2117,15.2,10/9/2117,161,138,327,108
OXHMB17G0110356,MRTZD16G000M062,MRTZD16G000F062,G01,OXHMB17G0100952,P10,Male,4/26/2117,5/17/2117,7/11/2117,13.8,10/9/2117,166,145,235,95
OXHMB17G0103275,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P10,Male,4/23/2117,5/14/2117,7/9/2117,15.3,10/9/2117,169,148,330,108
OXHMB17G0105118,OXHMB16G000A488,OXHMB16G000B612,G01,OXHMB17G0100471,P10,Male,4/25/2117,5/16/2117,7/10/2117,11.7,10/9/2117,167,146,209,94
OXHMB17G0105549,OXHMB16G000A259,OXHMB16G000F427,G01,OXHMB17G0100492,P10,Male,5/4/2117,5/24/2117,7/12/2117,8.7,10/9/2117,158,138,74,68
OXHMB17G0105119,OXHMB16G000A488,OXHMB16G000B612,G01,OXHMB17G0100471,P10,Male,4/25/2117,5/16/2117,7/10/2117,11.7,10/9/2117,167,146,281,102
OXHMB17G0102323,OXHMB16G000C124,OXHMB16G000E065,G01,OXHMB17G0100273,P10,Male,5/13/2117,5/31/2117,7/14/2117,8.5,10/9/2117,149,131,42,57
OXHMB17G0104667,OXHMB16G000F713,OXHMB16G000B218,G01,OXHMB17G0100451,P10,Male,4/18/2117,5/8/2117,7/7/2117,17,10/9/2117,174,154,498,117
OXHMB17G0104578,OXHMB16G000A805,OXHMB16G000E787,G01,OXHMB17G0100444,P10,Male,5/14/2117,6/2/2117,7/13/2117,7.1,10/9/2117,148,129,410,112
OXHMB17G0101691,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P10,Male,4/12/2117,5/1/2117,7/6/2117,15.9,10/9/2117,180,161,563,116
OXHMB17G010F104,MRTZD16G000M022,OXHMB16G000B238,G01,OXHMB17G0100772,P10,Male,4/19/2117,5/11/2117,7/8/2117,14.9,10/9/2117,173,151,450,112
OXHMB17G010F105,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P10,Male,4/19/2117,5/11/2117,7/8/2117,13.3,10/9/2117,173,151,514,122
OXHMB17G010F106,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P10,Male,4/25/2117,5/16/2117,7/6/2117,10.5,10/9/2117,167,146,452,115
OXHMB17G0106260,OXHMB16G000A835,OXHMB16G000E500,G01,OXHMB17G0100571,P10,Male,5/1/2117,5/24/2117,7/12/2117,15.2,10/9/2117,161,138,409,114
OXHMB17G0110813,MRTZD16G000M088,MRTZD16G000F088,G01,OXHMB17G0101003,P10,Male,4/28/2117,5/20/2117,7/12/2117,16,10/9/2117,164,142,324,97
OXHMB17G010F107,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P10,Male,4/21/2117,5/11/2117,7/9/2117,13.6,10/9/2117,171,151,493,119
OXHMB17G0100231,OXHMB16G000C632,OXHMB16G000E131,G01,OXHMB17G0100041,P10,Male,4/22/2117,5/13/2117,7/9/2117,12.8,10/9/2117,170,149,414,115
OXHMB17G0106947,OXHMB16G000C842,OXHMB16G000E696,G01,OXHMB17G0100642,P10,Male,4/25/2117,5/16/2117,7/11/2117,13.7,10/9/2117,167,146,368,108
OXHMB17G010F108,OXHMB16G000A275,MRTZD16G000F001,G01,OXHMB17G0100831,P10,Male,4/20/2117,5/9/2117,7/8/2117,16.4,10/9/2117,172,153,517,120
OXHMB17G0103370,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P10,Male,4/21/2117,5/11/2117,7/8/2117,14.5,10/9/2117,171,151,431,119
OXHMB17G0109196,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P10,Male,4/19/2117,5/11/2117,7/8/2117,13.3,10/9/2117,173,151,345,108
OXHMB17G0100749,OXHMB16G000A429,OXHMB16G000B101,G01,OXHMB17G0100111,P10,Male,4/27/2117,5/20/2117,7/11/2117,15.9,10/9/2117,165,142,390,111
OXHMB17G0101480,OXHMB16G000C625,OXHMB16G000E641,G01,OXHMB17G0100203,P10,Male,5/3/2117,5/23/2117,7/12/2117,11.3,10/9/2117,159,139,401,111
OXHMB17G0107330,OXHMB16G000A784,OXHMB16G000B021,G01,OXHMB17G0100691,P10,Male,4/19/2117,5/9/2117,7/8/2117,17.3,10/9/2117,173,153,377,113
OXHMB17G0107935,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P10,Male,5/1/2117,5/22/2117,7/12/2117,14.4,10/9/2117,161,140,375,111
OXHMB17G0109733,OXHMB16G000F314,MRTZD16G000F036,G01,OXHMB17G0100901,P10,Male,4/28/2117,5/20/2117,7/11/2117,13.5,10/9/2117,164,142,433,116
OXHMB17G0103276,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P10,Male,4/23/2117,5/14/2117,7/9/2117,15.3,10/9/2117,169,148,365,110
OXHMB17G010F109,OXHMB16G000A694,MRTZD16G000F047,G01,OXHMB17G0100922,P10,Male,4/18/2117,5/8/2117,7/7/2117,16,10/9/2117,174,154,468,117
